EmployeeNumber,Age,Gender,MaritalStatus,Education,EducationField,Education,Department,JobRole,JobLevel,Attrition,BusinessTravel,DistanceFromHome,OverTime,WorkLifeBalance,HourlyRate,DailyRate,MonthlyRate,MonthlyIncome,PercentSalaryHike,StockOptionLevel,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,RelationshipSatisfaction,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear
1728,35,Male,Married,4,Life Sciences,4,Research & Development,Manufacturing Director,2,No,Travel_Rarely,27,No,3,49,1370,5151,6883,16,1,4,3,3,2,3,17,7,7,0,7,2,3
1729,30,Male,Married,1,Life Sciences,1,Research & Development,Research Scientist,1,No,Travel_Rarely,16,No,2,33,793,3811,2862,12,1,2,3,4,2,3,10,10,0,0,8,1,2
1731,47,Male,Married,4,Marketing,4,Sales,Sales Executive,2,No,Non-Travel,2,No,1,87,543,3536,4978,11,1,3,3,2,4,3,4,1,0,0,0,7,3
1732,46,Male,Divorced,3,Life Sciences,3,Sales,Sales Executive,3,No,Travel_Rarely,2,Yes,2,74,1277,5596,10368,12,1,3,3,4,2,3,13,10,6,0,3,4,5
1733,36,Male,Divorced,5,Marketing,5,Sales,Sales Executive,2,Yes,Travel_Rarely,13,Yes,3,96,1456,8658,6134,13,3,2,2,1,2,3,16,2,2,2,2,5,3
1734,32,Male,Single,2,Life Sciences,2,Sales,Sales Executive,2,Yes,Travel_Rarely,1,No,3,34,964,12147,6735,15,0,1,1,2,2,3,10,0,0,0,0,6,2
1735,23,Female,Single,1,Medical,1,Research & Development,Laboratory Technician,1,No,Travel_Rarely,4,No,1,51,160,12862,3295,13,0,3,3,2,3,3,3,3,2,1,2,1,3
1736,31,Female,Single,1,Technical Degree,1,Research & Development,Manufacturing Director,2,No,Travel_Frequently,24,No,2,30,163,6670,5238,20,0,4,3,4,4,4,9,5,4,1,4,2,3
1737,39,Male,Married,3,Life Sciences,3,Research & Development,Laboratory Technician,2,No,Non-Travel,1,Yes,3,77,792,8989,6472,15,1,4,3,4,4,3,9,9,8,5,8,1,2
1739,32,Male,Married,3,Life Sciences,3,Sales,Sales Executive,3,No,Travel_Rarely,19,No,1,80,371,3840,9610,13,1,4,1,3,3,3,10,4,3,0,2,3,2
1740,40,Male,Single,4,Medical,4,Sales,Manager,5,No,Travel_Rarely,7,No,2,88,611,4349,19833,14,0,2,3,2,2,3,21,21,8,12,8,1,3
1744,45,Female,Married,3,Life Sciences,3,Human Resources,Human Resources,3,No,Travel_Rarely,4,No,4,56,176,6595,9756,21,2,3,1,3,3,4,9,5,0,0,3,4,2
1745,30,Female,Single,4,Technical Degree,4,Research & Development,Research Scientist,1,No,Travel_Frequently,2,No,3,78,1312,26427,4968,16,0,4,2,1,4,3,10,9,7,0,7,0,2
1746,24,Male,Married,3,Medical,3,Human Resources,Human Resources,1,No,Travel_Frequently,10,No,3,59,897,2097,2145,14,1,1,3,4,4,3,3,2,2,2,1,0,2
1747,30,Female,Divorced,3,Human Resources,3,Human Resources,Human Resources,1,Yes,Travel_Frequently,8,No,2,66,600,9732,2180,11,1,3,2,4,3,3,6,4,2,1,2,6,0
1749,31,Male,Married,3,Technical Degree,3,Sales,Sales Executive,2,No,Travel_Rarely,5,No,3,51,1003,20943,8346,19,1,1,3,3,3,3,6,5,2,0,2,1,3
1751,27,Female,Single,3,Medical,3,Research & Development,Research Scientist,1,No,Travel_Rarely,8,No,2,67,1054,6152,3445,11,0,3,3,4,3,3,6,6,2,1,4,1,5
1752,29,Female,Single,3,Marketing,3,Sales,Sales Representative,1,Yes,Travel_Rarely,9,No,3,52,428,14630,2760,13,0,2,1,2,3,3,2,2,2,2,2,1,3
1753,29,Male,Single,3,Life Sciences,3,Research & Development,Healthcare Representative,2,No,Travel_Frequently,1,Yes,4,70,461,23060,6294,12,0,4,4,3,4,3,10,3,2,0,2,8,5
1754,30,Male,Divorced,2,Marketing,2,Sales,Sales Executive,3,No,Travel_Rarely,15,No,3,94,979,3088,7140,11,1,3,2,1,1,3,12,7,7,1,7,2,2
1755,34,Male,Married,4,Medical,4,Research & Development,Research Scientist,1,No,Travel_Rarely,2,Yes,3,97,181,5586,2932,14,3,4,4,4,1,3,6,5,0,1,2,0,3
1756,33,Female,Single,3,Marketing,3,Sales,Sales Executive,2,No,Non-Travel,2,No,2,62,1283,10697,5147,15,0,4,3,2,4,3,13,11,7,1,7,8,2
1757,49,Female,Single,4,Marketing,4,Sales,Sales Executive,2,No,Travel_Rarely,11,No,4,80,1313,8191,4507,12,0,4,3,4,3,3,8,5,1,0,4,3,1
1758,33,Female,Single,3,Life Sciences,3,Sales,Sales Executive,3,Yes,Travel_Rarely,16,Yes,2,74,211,10092,8564,20,0,1,3,1,3,4,11,0,0,0,0,2,2
1760,38,Female,Married,2,Medical,2,Research & Development,Laboratory Technician,1,No,Travel_Frequently,2,No,2,75,594,15963,2468,14,1,3,2,2,2,3,9,6,1,0,5,4,4
1761,31,Male,Married,4,Marketing,4,Sales,Sales Executive,3,Yes,Travel_Rarely,16,No,3,70,1079,19002,8161,13,3,1,3,3,1,3,10,1,0,0,0,2,2
1762,29,Female,Divorced,3,Technical Degree,3,Research & Development,Research Scientist,1,No,Travel_Rarely,4,No,3,91,590,10007,2109,13,1,4,2,1,3,3,1,1,0,0,0,1,2
1763,30,Male,Married,3,Life Sciences,3,Research & Development,Healthcare Representative,2,No,Travel_Rarely,16,No,3,58,305,9128,5294,16,1,3,4,3,3,3,10,7,0,1,7,3,3
1764,32,Male,Single,4,Technical Degree,4,Research & Development,Research Scientist,1,No,Non-Travel,5,No,3,65,953,17674,2718,14,0,2,3,2,2,3,12,7,7,0,7,2,3
1766,38,Male,Married,3,Medical,3,Research & Development,Healthcare Representative,2,No,Travel_Rarely,18,Yes,3,60,833,24539,5811,16,1,2,1,4,3,3,15,1,0,1,0,3,2
1767,43,Male,Married,3,Technical Degree,3,Research & Development,Research Scientist,1,Yes,Travel_Frequently,17,Yes,3,38,807,15587,2437,16,1,3,2,3,4,3,6,1,0,0,0,9,4
1768,42,Male,Divorced,3,Medical,3,Research & Development,Laboratory Technician,1,No,Travel_Rarely,12,No,2,57,855,8952,2766,22,3,2,3,2,2,4,7,5,3,0,4,8,6
1770,55,Male,Married,3,Medical,3,Research & Development,Research Director,5,No,Travel_Rarely,2,No,3,60,478,19805,19038,12,3,3,2,1,2,3,34,1,0,0,0,8,2
1771,33,Male,Divorced,3,Technical Degree,3,Research & Development,Research Scientist,2,No,Non-Travel,4,No,2,90,775,6194,3055,15,2,4,3,2,4,3,11,9,8,1,7,5,2
1772,41,Male,Divorced,4,Life Sciences,4,Research & Development,Laboratory Technician,1,No,Travel_Rarely,9,No,3,94,548,20520,2289,20,2,3,3,1,2,4,5,5,3,0,4,1,2
1774,34,Male,Divorced,3,Life Sciences,3,Sales,Sales Executive,2,No,Non-Travel,10,Yes,3,87,1375,12313,4001,14,1,4,3,3,3,3,15,15,14,0,7,1,3
1775,53,Female,Married,4,Medical,4,Research & Development,Manufacturing Director,4,No,Non-Travel,1,Yes,2,60,661,22308,12965,20,3,1,2,3,4,4,27,3,2,0,2,4,2
1778,43,Male,Single,3,Life Sciences,3,Human Resources,Human Resources,1,No,Travel_Rarely,2,No,3,97,244,5033,3539,13,0,2,3,4,2,3,10,9,7,1,8,0,5
1779,34,Female,Single,2,Life Sciences,2,Sales,Sales Executive,2,No,Travel_Rarely,3,No,3,32,511,25353,6029,12,0,4,1,4,1,3,6,2,2,2,2,5,3
1780,21,Male,Single,1,Marketing,1,Sales,Sales Representative,1,Yes,Travel_Rarely,7,No,3,31,337,4567,2679,13,0,2,3,2,2,3,1,1,0,1,0,1,3
1782,38,Female,Married,2,Other,2,Research & Development,Laboratory Technician,1,No,Travel_Rarely,6,No,3,40,1153,16376,3702,11,1,4,2,3,2,3,5,5,4,0,4,1,3
1783,22,Female,Married,1,Medical,1,Research & Development,Laboratory Technician,1,Yes,Travel_Rarely,8,Yes,3,79,1294,15999,2398,17,0,3,3,1,3,3,1,1,0,0,0,1,6
1784,31,Female,Married,4,Marketing,4,Sales,Sales Executive,2,No,Travel_Rarely,29,No,3,91,196,13402,5468,14,2,1,2,4,1,3,13,12,7,5,7,1,3
1786,51,Female,Married,3,Technical Degree,3,Research & Development,Manager,3,No,Travel_Rarely,3,No,3,53,942,22984,13116,11,0,1,3,3,4,3,15,2,2,2,2,2,2
1787,37,Male,Married,2,Marketing,2,Sales,Sales Executive,2,No,Travel_Rarely,9,No,3,46,589,8800,4189,14,2,2,2,2,1,3,5,5,2,0,3,1,2
1789,46,Male,Divorced,4,Medical,4,Research & Development,Research Director,5,No,Travel_Rarely,2,Yes,3,46,734,14218,19328,17,1,3,3,4,3,3,24,2,1,2,2,7,3
1790,36,Male,Married,3,Life Sciences,3,Research & Development,Healthcare Representative,3,No,Travel_Rarely,10,Yes,3,90,1383,25949,8321,13,1,4,3,1,4,3,15,12,8,5,7,7,1
1792,44,Male,Divorced,2,Medical,2,Research & Development,Research Scientist,1,Yes,Travel_Frequently,1,Yes,2,99,429,11092,2342,12,3,3,3,2,3,3,6,5,3,2,3,1,2
1794,37,Male,Divorced,2,Other,2,Human Resources,Human Resources,2,No,Travel_Rarely,8,No,2,89,1239,12832,4071,13,0,3,3,2,3,3,19,10,0,4,7,2,4
1797,35,Male,Single,3,Life Sciences,3,Sales,Sales Executive,2,Yes,Travel_Rarely,27,Yes,3,84,303,13492,5813,18,0,3,3,4,4,3,10,10,7,7,7,1,2
1798,33,Male,Married,4,Life Sciences,4,Research & Development,Research Scientist,1,No,Travel_Rarely,8,No,3,90,867,6076,3143,19,1,4,4,1,2,3,14,10,8,7,6,6,1
1799,28,Male,Married,3,Life Sciences,3,Research & Development,Research Scientist,1,No,Travel_Rarely,1,No,4,82,1181,5531,2044,11,1,3,3,4,3,3,5,5,3,0,3,1,6
1800,39,Male,Single,1,Medical,1,Research & Development,Research Director,3,No,Travel_Rarely,10,No,3,65,1253,7914,13464,21,0,3,3,3,3,4,9,4,3,2,2,7,3
1801,46,Male,Single,2,Life Sciences,2,Sales,Sales Executive,2,No,Non-Travel,26,No,3,98,849,25166,7991,15,0,2,2,2,3,3,6,2,2,2,2,8,3
1802,40,Female,Married,2,Life Sciences,2,Research & Development,Laboratory Technician,1,No,Travel_Rarely,2,No,2,99,616,25605,3377,17,1,3,3,1,4,3,7,4,3,0,2,4,5
1803,42,Male,Married,3,Medical,3,Research & Development,Healthcare Representative,2,No,Travel_Rarely,13,No,2,95,1128,5696,5538,18,2,2,4,1,3,3,10,0,0,0,0,5,2
1804,35,Male,Divorced,2,Medical,2,Research & Development,Manufacturing Director,2,No,Non-Travel,2,No,3,90,1180,24442,5762,14,1,2,3,4,3,3,15,7,7,1,7,2,6
1805,38,Male,Divorced,3,Human Resources,3,Human Resources,Human Resources,1,No,Non-Travel,2,No,3,100,1336,7129,2592,13,3,1,3,2,4,3,13,11,10,3,8,5,3
1807,34,Male,Married,4,Life Sciences,4,Research & Development,Laboratory Technician,2,Yes,Travel_Frequently,9,No,2,93,234,6208,5346,17,1,4,3,1,3,3,11,7,1,0,7,4,3
1809,37,Male,Single,4,Medical,4,Research & Development,Manufacturing Director,2,Yes,Travel_Rarely,10,No,1,58,370,4992,4213,15,0,4,3,1,2,3,10,10,3,0,8,1,4
1812,39,Male,Divorced,3,Life Sciences,3,Sales,Sales Executive,2,No,Travel_Frequently,20,No,3,83,766,19188,4127,18,1,3,3,4,4,3,7,2,1,2,2,2,6
1813,43,Male,Single,3,Life Sciences,3,Research & Development,Research Scientist,1,No,Non-Travel,9,No,2,52,343,24978,2438,13,0,1,3,3,3,3,7,3,2,1,2,4,2
1814,41,Male,Single,3,Life Sciences,3,Research & Development,Healthcare Representative,2,No,Travel_Rarely,5,No,1,85,447,15530,6870,12,0,2,4,2,1,3,11,3,2,1,2,3,3
1815,41,Female,Divorced,1,Marketing,1,Sales,Sales Executive,3,No,Travel_Rarely,4,Yes,4,81,796,26458,10447,13,1,3,3,3,4,3,23,22,14,13,5,0,3
1816,30,Female,Single,3,Medical,3,Research & Development,Manufacturing Director,3,No,Travel_Rarely,10,No,3,64,1092,2739,9667,14,0,1,3,3,2,3,9,7,7,0,2,9,3
1818,26,Female,Married,2,Medical,2,Human Resources,Human Resources,1,Yes,Travel_Rarely,20,Yes,3,69,920,6889,2148,11,0,4,3,2,3,3,6,5,1,1,4,0,3
1821,46,Female,Married,2,Medical,2,Research & Development,Healthcare Representative,2,Yes,Travel_Rarely,21,No,4,66,261,10842,8926,22,1,4,3,2,4,4,13,9,7,3,7,4,2
1822,40,Female,Divorced,3,Life Sciences,3,Research & Development,Healthcare Representative,2,No,Travel_Rarely,1,No,3,52,1194,9060,6513,17,1,3,3,4,4,3,12,5,3,0,3,4,3
1823,34,Male,Married,2,Technical Degree,2,Sales,Sales Executive,2,No,Travel_Rarely,8,No,3,92,810,22128,6799,21,2,2,4,3,3,4,10,10,8,4,8,1,5
1824,58,Male,Divorced,3,Medical,3,Sales,Manager,4,No,Non-Travel,2,No,2,52,350,22577,16291,22,1,2,3,2,4,4,37,16,9,14,14,4,0
1826,35,Male,Married,4,Medical,4,Research & Development,Laboratory Technician,1,No,Travel_Rarely,23,No,4,91,185,9696,2705,16,1,2,1,3,2,3,6,5,4,0,3,0,2
1827,47,Female,Divorced,3,Life Sciences,3,Research & Development,Manufacturing Director,3,No,Travel_Rarely,4,Yes,3,92,1001,19271,10333,12,1,3,2,2,3,3,28,22,11,14,10,8,4
1829,40,Female,Divorced,3,Life Sciences,3,Research & Development,Healthcare Representative,2,No,Travel_Rarely,12,No,3,47,750,10748,4448,12,1,2,3,1,2,3,15,7,4,7,7,2,3
1830,54,Female,Married,4,Medical,4,Research & Development,Research Scientist,2,No,Travel_Rarely,7,No,2,68,431,15696,6854,15,1,4,3,4,2,3,14,7,1,1,7,4,2
1833,31,Female,Married,4,Marketing,4,Sales,Sales Executive,3,No,Travel_Frequently,7,No,3,68,1125,8277,9637,14,2,1,3,1,4,3,9,3,2,2,2,2,3
1834,28,Female,Married,3,Medical,3,Research & Development,Research Scientist,1,No,Travel_Rarely,1,No,3,67,1217,12719,3591,25,1,3,3,1,3,4,3,3,2,1,2,1,3
1835,38,Female,Married,4,Marketing,4,Sales,Sales Representative,2,No,Travel_Rarely,2,Yes,2,77,723,4244,5405,20,2,2,1,4,1,4,20,4,2,0,3,2,4
1836,26,Male,Single,3,Medical,3,Sales,Sales Executive,2,No,Travel_Rarely,10,No,3,46,572,9125,4684,13,0,3,3,4,1,3,5,5,3,1,2,1,4
1837,58,Male,Married,4,Life Sciences,4,Research & Development,Research Director,4,No,Travel_Frequently,15,Yes,3,87,1216,21624,15787,14,0,1,3,3,2,3,23,2,2,2,2,2,3
1839,18,Female,Single,3,Medical,3,Research & Development,Research Scientist,1,No,Non-Travel,14,No,1,33,1431,8018,1514,16,0,2,3,3,3,3,0,0,0,0,0,1,4
1842,31,Male,Married,5,Human Resources,5,Human Resources,Human Resources,1,Yes,Travel_Rarely,18,No,3,89,359,21495,2956,17,0,4,4,1,3,3,2,1,0,0,0,0,4
1844,29,Male,Divorced,3,Human Resources,3,Human Resources,Human Resources,1,Yes,Travel_Rarely,13,Yes,3,56,350,3157,2335,15,3,1,2,1,4,3,4,2,2,2,0,4,3
1845,45,Female,Married,4,Life Sciences,4,Sales,Sales Executive,2,No,Non-Travel,2,No,4,67,589,19665,5154,22,2,3,3,3,2,4,10,8,7,5,7,4,3
1847,36,Female,Married,4,Other,4,Research & Development,Research Scientist,2,No,Travel_Rarely,2,Yes,3,73,430,19573,6962,22,1,4,3,2,4,4,15,1,0,0,0,4,2
1849,43,Male,Married,4,Life Sciences,4,Sales,Sales Executive,2,No,Travel_Frequently,2,No,3,92,1422,19246,5675,20,1,1,3,4,3,4,7,7,7,7,7,1,5
1850,27,Female,Single,2,Life Sciences,2,Research & Development,Laboratory Technician,1,No,Travel_Frequently,5,Yes,2,53,1297,19826,2379,14,0,4,3,4,3,3,6,5,4,0,2,0,3
1852,29,Male,Married,1,Medical,1,Research & Development,Laboratory Technician,1,No,Travel_Frequently,20,No,4,40,574,7003,3812,13,0,4,3,4,2,3,11,11,8,3,10,1,3
1853,32,Male,Single,4,Marketing,4,Sales,Sales Executive,2,No,Travel_Frequently,10,No,4,79,1318,26075,4648,13,0,4,3,4,3,3,4,0,0,0,0,8,2
1854,42,Male,Married,4,Technical Degree,4,Research & Development,Research Scientist,1,No,Non-Travel,10,No,2,38,355,6161,2936,22,2,3,3,3,2,4,10,6,3,3,3,3,1
1856,47,Female,Single,4,Life Sciences,4,Research & Development,Laboratory Technician,1,No,Travel_Rarely,9,No,3,64,207,5411,2105,12,0,2,3,3,3,3,7,2,2,2,0,4,2
1857,46,Male,Divorced,2,Life Sciences,2,Research & Development,Manufacturing Director,3,No,Travel_Rarely,2,No,2,82,706,19989,8578,14,1,4,3,4,3,3,12,9,8,4,7,3,4
1858,28,Male,Divorced,2,Life Sciences,2,Human Resources,Human Resources,1,No,Non-Travel,1,No,3,43,280,10494,2706,15,1,3,3,4,2,3,3,3,2,2,2,1,2
1859,29,Male,Divorced,1,Life Sciences,1,Research & Development,Healthcare Representative,2,No,Travel_Rarely,29,No,3,93,726,21143,6384,17,2,4,1,3,4,3,11,7,0,1,6,8,3
1860,42,Male,Single,3,Life Sciences,3,Research & Development,Laboratory Technician,1,No,Travel_Rarely,8,No,3,81,1142,13624,3968,13,0,4,3,3,4,3,8,0,0,0,0,4,3
1862,32,Male,Single,4,Marketing,4,Sales,Sales Executive,2,Yes,Travel_Rarely,2,Yes,2,82,414,26186,9907,12,0,3,2,2,3,3,7,2,2,2,2,7,3
1863,46,Female,Divorced,3,Technical Degree,3,Sales,Sales Executive,4,No,Travel_Rarely,3,No,3,45,1319,7739,13225,12,1,1,4,1,4,3,25,19,17,2,8,2,5
1864,27,Female,Married,1,Medical,1,Sales,Sales Representative,2,No,Travel_Rarely,23,No,3,36,728,7018,3540,21,1,2,2,3,4,4,9,9,8,5,8,1,5
1865,29,Male,Married,1,Medical,1,Human Resources,Human Resources,1,No,Travel_Rarely,6,No,3,87,352,15434,2804,11,0,4,2,2,4,3,1,1,0,0,0,1,3
1866,43,Female,Married,3,Medical,3,Research & Development,Manager,5,No,Travel_Rarely,6,No,3,81,823,22539,19392,13,0,1,2,3,4,3,21,16,12,6,14,7,2
1867,48,Male,Married,3,Life Sciences,3,Research & Development,Research Director,5,No,Travel_Rarely,10,No,3,91,1224,13583,19665,12,0,4,2,2,4,3,29,22,10,12,9,4,3
1868,29,Male,Single,2,Life Sciences,2,Research & Development,Research Scientist,1,Yes,Travel_Frequently,24,Yes,2,73,459,14753,2439,24,0,4,2,4,2,4,1,1,0,1,0,1,3
1869,46,Female,Married,3,Life Sciences,3,Sales,Sales Executive,3,Yes,Travel_Rarely,10,No,3,64,1254,14011,7314,21,3,3,3,2,3,4,14,8,7,0,7,5,2
1870,27,Female,Married,3,Life Sciences,3,Research & Development,Research Scientist,1,No,Travel_Frequently,15,No,2,77,1131,23844,4774,19,1,4,2,1,4,3,8,7,6,7,3,0,2
1871,39,Male,Divorced,4,Other,4,Research & Development,Research Scientist,2,No,Travel_Rarely,19,No,3,41,835,5141,3902,14,3,4,3,4,2,3,7,2,2,2,2,8,2
1873,55,Male,Married,4,Technical Degree,4,Research & Development,Research Scientist,1,No,Travel_Rarely,2,No,4,98,836,7975,2662,20,1,2,2,4,2,4,19,5,2,0,4,8,2
1875,28,Female,Married,3,Medical,3,Sales,Sales Representative,1,No,Travel_Rarely,3,No,3,78,1172,3692,2856,19,1,2,3,2,4,3,1,1,0,0,0,1,3
1876,30,Male,Single,3,Medical,3,Sales,Sales Representative,1,Yes,Travel_Rarely,9,No,2,89,945,16019,1081,13,0,2,3,4,3,3,1,1,0,0,0,1,3
1878,22,Male,Single,1,Life Sciences,1,Research & Development,Research Scientist,1,Yes,Travel_Rarely,7,Yes,3,75,391,26092,2472,23,0,4,3,2,1,4,1,1,0,0,0,1,2
1880,36,Female,Married,4,Technical Degree,4,Sales,Sales Executive,2,No,Travel_Rarely,10,Yes,3,63,1266,6060,5673,13,1,2,2,3,1,3,10,10,9,1,7,1,4
1881,31,Male,Divorced,3,Life Sciences,3,Research & Development,Laboratory Technician,2,No,Travel_Rarely,20,No,3,89,311,18624,4197,11,1,2,3,3,1,3,10,10,8,0,2,1,2
1882,34,Male,Married,3,Life Sciences,3,Sales,Sales Executive,3,No,Travel_Rarely,4,Yes,3,64,1480,24444,9713,13,3,3,3,4,4,3,9,5,3,1,0,2,3
1883,29,Male,Single,3,Life Sciences,3,Research & Development,Laboratory Technician,1,No,Travel_Rarely,7,No,3,59,592,19384,2062,14,0,4,3,1,2,3,11,3,2,1,2,3,2
1885,37,Male,Married,4,Medical,4,Research & Development,Research Scientist,2,No,Travel_Rarely,7,Yes,3,78,783,13588,4284,22,1,4,3,1,3,4,16,5,3,0,4,5,2
1886,35,Female,Married,2,Other,2,Research & Development,Manufacturing Director,2,No,Travel_Rarely,16,Yes,3,44,219,25388,4788,11,0,4,2,2,4,3,4,3,2,0,2,0,2
1888,45,Female,Married,2,Life Sciences,2,Research & Development,Manufacturing Director,2,No,Travel_Rarely,25,No,2,93,556,23888,5906,13,2,2,2,4,4,3,10,9,8,3,8,0,2
1890,36,Male,Single,1,Human Resources,1,Human Resources,Human Resources,2,No,Travel_Frequently,2,No,2,94,1213,4223,3886,21,0,2,2,4,4,4,10,10,1,0,8,1,2
1892,40,Male,Divorced,4,Life Sciences,4,Research & Development,Manager,4,No,Travel_Rarely,1,No,3,98,1137,18991,16823,11,1,1,3,1,1,3,22,19,7,11,16,2,3
1893,26,Female,Married,2,Life Sciences,2,Research & Development,Research Scientist,1,No,Travel_Rarely,1,Yes,2,90,482,14908,2933,13,1,2,2,3,3,3,1,1,0,1,0,1,3
1898,27,Female,Single,2,Medical,2,Sales,Sales Executive,2,No,Travel_Rarely,2,No,2,89,511,26997,6500,14,0,1,4,3,2,3,9,8,7,0,7,0,5
1900,48,Female,Divorced,3,Medical,3,Research & Development,Manager,4,No,Travel_Frequently,22,No,3,58,117,2437,17174,11,1,4,3,4,2,3,24,22,17,4,7,3,3
1903,44,Male,Married,4,Life Sciences,4,Research & Development,Healthcare Representative,2,No,Travel_Rarely,1,No,3,78,170,9364,5033,15,1,2,4,1,4,3,10,2,0,2,2,2,5
1905,34,Male,Married,4,Technical Degree,4,Research & Development,Research Scientist,1,Yes,Non-Travel,16,Yes,3,85,967,14460,2307,23,1,4,1,1,2,4,5,5,2,3,0,1,2
1907,56,Male,Single,2,Life Sciences,2,Research & Development,Laboratory Technician,1,Yes,Travel_Rarely,24,No,3,97,1162,10261,2587,16,0,1,3,4,4,3,5,4,2,1,0,1,3
1908,36,Male,Married,2,Marketing,2,Sales,Sales Executive,2,No,Travel_Rarely,17,No,1,33,335,16822,5507,16,2,3,2,2,3,3,12,4,2,1,3,2,1
1909,41,Female,Married,3,Marketing,3,Sales,Sales Executive,2,No,Travel_Rarely,8,No,3,54,337,26841,4393,21,1,3,3,2,3,4,14,5,4,1,4,5,3
1911,42,Male,Married,3,Medical,3,Research & Development,Research Director,3,No,Travel_Rarely,6,No,4,83,1396,14842,13348,13,1,3,3,1,2,3,18,13,7,5,7,9,3
1912,31,Female,Divorced,2,Medical,2,Sales,Sales Executive,2,No,Travel_Rarely,10,Yes,3,86,1079,20115,6583,11,1,3,3,4,4,3,8,5,2,1,4,2,2
1915,34,Female,Married,1,Medical,1,Sales,Sales Executive,2,No,Travel_Rarely,3,Yes,2,75,735,16495,8103,12,0,4,2,4,3,3,9,4,2,0,1,3,3
1916,31,Female,Divorced,3,Medical,3,Research & Development,Laboratory Technician,1,No,Travel_Rarely,4,No,2,62,471,16031,3978,12,1,1,4,3,2,3,4,2,2,2,2,8,0
1918,26,Male,Married,3,Other,3,Research & Development,Laboratory Technician,1,No,Travel_Frequently,6,No,3,61,1096,7102,2544,18,1,3,4,4,1,3,8,7,7,7,7,0,3
1922,45,Male,Single,4,Medical,4,Research & Development,Healthcare Representative,2,No,Travel_Frequently,1,No,3,44,1297,14511,5399,12,0,2,3,3,3,3,12,4,2,0,3,4,3
1924,33,Male,Single,4,Marketing,4,Sales,Sales Executive,2,No,Travel_Rarely,10,No,2,43,217,10410,5487,14,0,2,3,3,2,3,10,10,4,0,9,1,2
1927,28,Male,Married,2,Life Sciences,2,Sales,Sales Executive,2,No,Travel_Frequently,1,Yes,3,42,783,19255,6834,12,1,3,2,4,3,3,7,7,7,0,7,1,2
1928,29,Male,Single,3,Technical Degree,3,Sales,Sales Representative,1,Yes,Travel_Frequently,24,No,3,45,746,10642,1091,17,0,3,4,1,4,3,1,1,0,0,0,1,3
1929,39,Female,Married,4,Life Sciences,4,Sales,Sales Executive,2,No,Non-Travel,21,No,3,32,1251,3987,5736,19,1,1,1,3,3,3,10,3,2,1,2,6,1
1931,27,Male,Married,4,Technical Degree,4,Research & Development,Research Scientist,1,No,Travel_Rarely,2,No,2,41,1354,6073,2226,11,1,2,3,2,3,3,6,5,3,1,2,1,3
1932,34,Male,Married,4,Other,4,Research & Development,Research Scientist,2,No,Travel_Frequently,22,Yes,3,86,735,26496,5747,15,0,3,2,4,2,3,16,15,10,6,11,1,3
1933,28,Female,Single,2,Marketing,2,Sales,Sales Executive,2,Yes,Travel_Rarely,13,Yes,3,84,1475,23352,9854,11,0,4,3,3,4,3,6,2,0,2,2,3,0
1934,47,Male,Married,4,Technical Degree,4,Research & Development,Research Scientist,2,No,Non-Travel,14,No,4,64,1169,2125,5467,18,1,3,3,2,3,3,16,8,7,1,7,8,4
1935,56,Female,Married,5,Marketing,5,Sales,Sales Executive,2,No,Travel_Rarely,11,No,3,89,1443,20328,5380,16,1,4,2,1,3,3,6,0,0,0,0,4,3
1936,39,Male,Married,2,Medical,2,Research & Development,Manufacturing Director,2,No,Travel_Rarely,9,No,3,87,867,12315,5151,25,1,1,3,1,4,4,10,10,0,7,9,1,3
1937,38,Female,Divorced,3,Medical,3,Research & Development,Research Scientist,2,No,Travel_Frequently,8,Yes,3,58,1394,18115,2133,16,1,4,2,2,3,3,20,20,11,0,7,1,3
1938,58,Female,Married,3,Life Sciences,3,Sales,Manager,4,No,Travel_Rarely,21,Yes,2,72,605,11761,17875,13,1,4,3,4,3,3,29,1,0,0,0,4,2
1939,32,Female,Single,2,Life Sciences,2,Research & Development,Research Scientist,1,Yes,Travel_Frequently,5,Yes,3,47,238,15318,2432,14,0,1,4,3,1,3,8,4,1,0,3,3,2
1940,38,Male,Divorced,2,Life Sciences,2,Research & Development,Research Scientist,1,No,Travel_Rarely,9,No,4,71,1206,14293,4771,19,2,2,3,4,4,3,10,5,2,0,3,2,0
1941,49,Male,Married,1,Life Sciences,1,Research & Development,Research Director,5,No,Travel_Frequently,2,No,3,42,1064,13738,19161,15,0,2,3,4,4,3,28,5,4,4,3,3,3
1943,42,Male,Divorced,4,Marketing,4,Sales,Sales Executive,2,No,Travel_Rarely,12,Yes,3,77,419,2900,5087,12,2,2,3,4,3,3,14,0,0,0,0,3,4
1944,27,Female,Married,3,Human Resources,3,Human Resources,Human Resources,1,Yes,Travel_Frequently,22,No,3,58,1337,19555,2863,12,0,1,2,2,1,3,1,1,0,0,0,1,2
1945,35,Male,Married,4,Medical,4,Sales,Sales Executive,2,No,Travel_Rarely,18,No,1,71,682,15975,5561,16,1,2,3,1,4,3,6,5,3,0,4,0,2
